ID,Name_lang,Description_lang,ToastDescription_lang,CovenantID,Level,Icon,Flags,UiOrder,ItemID,SpellID,MountID,TransmogID,TransmogSetID,CharTitlesID,GarrFollowerID,TransmogIllusionID,QuestID,PlayerConditionID
1080,每天都在嗅聞I,你現在可開始嗅聞，這是狗頭人用來挖掘蠟的技藝。藉此找到的蠟可交給剛達加茲的米多斯。,嗅聞寶藏已解鎖,25,2,4743172,10,0,0,0,0,0,0,0,0,0,0,0
1082,陳舊先驅者紋章,在剛達加茲與蠟販史奇克交談來獲取15個雕刻先驅者紋章。這些東西可以用來提升物品等級。(需要等級80),解鎖陳舊紋章,25,9,5872034,0,0,0,0,0,0,0,0,0,0,0,0
1085,重啟起頭難,你已解鎖甦醒機械。(需要等級80),解鎖甦醒機械,25,3,4555571,10,0,0,0,0,0,0,0,0,0,0,0
1086,一包共鳴水晶,在剛達加茲與蠟販史奇克交談來獲取一包共鳴水晶。,解鎖共鳴水晶,25,6,2967113,8,1,0,0,0,0,0,0,0,0,0,0
1088,深淵設計II,你可在剛達加茲向蠟販史奇克獲取精兵頭盔護甲(物品等級584)。,精兵頭盔已解鎖,25,8,5648241,8,0,0,0,0,0,0,0,0,0,0,0
1089,勇氣石,在剛達加茲與蠟販史奇克交談來獲得勇氣石。這些物品可用來向多恩諾加的庫佐斯與其他升級商人升級裝備。(需要等級80),解鎖勇氣石,25,7,5868902,0,1,0,0,0,0,0,0,0,0,0,0
1090,沾滿泥土的寶石,在剛達加茲與蠟販史奇克交談來獲得一顆沾滿泥土的寶石。這可以在多恩諾加向歐希迪恩購買造型套裝。,沾滿泥土的寶石已解鎖,25,4,4555612,8,0,0,0,0,0,0,0,0,0,0,0
1091,蠟燭！,在剛達加茲與蠟販史奇克交談來索取小蠟燭。這可以販賣給商人以換取金幣。,解鎖小蠟燭,25,9,6012044,8,1,0,0,0,0,0,0,0,0,0,0
1094,集會外袍,在剛達加茲與蠟販史奇克交談來獲取集會外袍。,集會外袍已解鎖,25,10,5688309,8,0,0,0,0,0,0,0,0,0,0,0
1096,跟隨你的鼻子,現在可以在嗅聞時找到工具箱。它們可以用在甦醒機械事件中。,嗅聞工具箱已解鎖,25,7,1529272,10,0,0,0,0,0,0,0,0,0,0,0
1097,專業技能知識,你可在剛達加茲向蠟販史奇克獲取採礦、工程學與銘文學的專業技能知識了。,專業技能知識已解鎖,25,12,457654,8,0,0,0,0,0,0,0,0,0,0,0
1100,復原的寶庫鑰匙,在剛達加茲與蠟販史奇克交談來獲取復原的寶庫鑰匙。(需要等級80),復原的寶庫鑰匙已解鎖,25,13,4622271,0,0,0,0,0,0,0,0,0,0,0,0
1101,我們之中有鼴鼠,你可在剛達加茲向蠟販史奇克獲取瓜卡鼴鼠了。,解鎖戰寵,25,17,5777857,8,0,0,0,0,0,0,0,0,0,0,0
1102,一袋共鳴水晶,在剛達加茲與蠟販史奇克交談來獲取一袋共鳴水晶。,共鳴水晶已解鎖,25,14,2967113,8,1,0,0,0,0,0,0,0,0,0,0
1104,集會肩衛,你可在剛達加茲向蠟販史奇克獲取造型護肩了。,狗頭人造型護肩已解鎖,25,14,5688308,8,0,0,0,0,0,0,0,0,0,0,0
1106,深淵設計III,你可在剛達加茲向蠟販史奇克獲取勇士護腰護甲(物品等級597)。,勇士護腰已解鎖,25,19,5648236,8,1,0,0,0,0,0,0,0,0,0,0
1109,雕刻先驅者紋章,在剛達加茲與蠟販史奇克交談來獲取15個雕刻先驅者紋章。這些東西可以用來提升物品等級。(需要等級80),解鎖雕刻紋章,25,17,5872028,0,1,0,0,0,0,0,0,0,0,0,0
1110,別讓腳濕了,你可以在剛達加茲向蠟販史奇克購買赤紅泥鼻鼴鼠。,解鎖陸行坐騎,25,19,5768110,8,0,0,0,0,0,0,0,0,0,0,0
1111,共鳴水晶,在剛達加茲與蠟販史奇克交談來獲取一箱共鳴水晶。,共鳴水晶已解鎖,25,18,2967113,8,1,0,0,0,0,0,0,0,0,0,0
1113,召集新盟友,你可使用「機械低語者」頭銜來展現你對深淵集會的貢獻。,頭銜已解鎖,25,25,5891367,8,0,0,0,0,0,0,0,0,0,0,0
1115,暫時的任務,你已開始獲取聖落之地阿拉希的名望。,解鎖聖落之地阿拉希名望,26,1,5891368,8,0,0,0,0,0,0,0,0,0,0,0
1116,輻光殘骸掉落已解鎖,現在「散布光芒」的生物會掉落輻光殘骸了。(需要等級80),輻光殘骸掉落已解鎖,26,3,5869871,8,1,0,0,0,0,0,0,0,0,0,0
1119,陳舊先驅者紋章,在米雷達爾與奧拉麗亞‧鐵擊交談來獲取15個陳舊先驅者紋章。這些東西可以用來提升物品等級。(需要等級80),陳舊先驅者紋章已解鎖,26,6,5872034,0,0,0,0,0,0,0,0,0,0,0,0
1120,一包共鳴水晶,在米雷達爾與奧拉麗亞‧鐵擊交談來獲取一包共鳴水晶。,共鳴水晶已解鎖,26,4,2967113,8,1,0,0,0,0,0,0,0,0,0,0
1124,從沒有山貓這麼做過,你可在米雷達爾向奧拉麗亞‧鐵擊獲取忠實的山貓夥伴「提伯里厄斯」了。,解鎖戰寵,26,15,5648286,10,0,0,0,0,0,0,0,0,0,0,0
1125,陳舊先驅者紋章,在米雷達爾與奧拉麗亞‧鐵擊交談來獲取15個陳舊先驅者紋章。這些東西可以用來提升物品等級。(需要等級80),陳舊先驅者紋章已解鎖,26,9,5872034,0,1,0,0,0,0,0,0,0,0,0,0
1126,共鳴水晶,在米雷達爾與奧拉麗亞‧鐵擊交談來獲取一包共鳴水晶。,共鳴水晶已解鎖,26,8,2967113,8,2,0,0,0,0,0,0,0,0,0,0
1129,遠征隊外袍,在多恩諾加或米雷達爾與一名聖落之地阿拉希使者交談來獲取遠征隊外袍。,阿拉希外袍已解鎖,26,10,5644155,8,0,0,0,0,0,0,0,0,0,0,0
1131,照亮道路II,現在「散布光芒」的生物會掉落搖曳的火炬了。這些火炬能照亮短暫一段時間。,搖曳的火炬掉落已解鎖,26,9,135432,10,0,0,0,0,0,0,0,0,0,0,0
1132,復原的寶庫鑰匙,在米雷達爾與奧拉麗亞‧鐵擊交談來獲取復原的寶庫鑰匙。(需要等級80),探究鑰匙已解鎖,26,14,4622271,8,1,0,0,0,0,0,0,0,0,0,0
1133,一袋共鳴水晶,在米雷達爾與奧拉麗亞‧鐵擊交談來獲取一袋共鳴水晶。,共鳴水晶已解鎖,26,12,2967113,8,2,0,0,0,0,0,0,0,0,0,0
1134,照亮道路IV,失落的西爾海姆物品現在可能會從散布光芒中的生物身上掉落。,遺失的西爾海姆物品掉落已解鎖,26,12,2066004,10,1,0,0,0,0,0,0,0,0,0,0
1135,雕刻先驅者紋章,在米雷達爾與奧拉麗亞‧鐵擊交談來獲取15個雕刻先驅者紋章。這些東西可以用來提升物品等級。(需要等級80),解鎖雕刻先驅者紋章,26,13,5872028,0,1,0,0,0,0,0,0,0,0,0,0
1142,一袋共鳴水晶,在米雷達爾與奧拉麗亞‧鐵擊交談來獲取一袋共鳴水晶。,共鳴水晶已解鎖,26,16,2967113,8,2,0,0,0,0,0,0,0,0,0,0
1145,如果合得來，牠就會聽你的,你可在米雷達爾向奧拉麗亞‧鐵擊索取一隻朱紅帝王山貓了。,解鎖陸行坐騎,26,21,5689904,8,0,0,0,0,0,0,0,0,0,0,0
1146,一箱共鳴水晶,在米雷達爾與奧拉麗亞‧鐵擊交談來獲取一箱共鳴水晶。,共鳴水晶已解鎖,26,19,2967113,8,2,0,0,0,0,0,0,0,0,0,0
1148,擊退黑暗,你可使用「燈火者」頭銜來展現你對聖落之地阿拉希的貢獻。,頭銜已解鎖,26,25,5891368,8,0,0,0,0,0,0,0,0,0,0,0
1149,英勇獎勵,到米雷達爾與奧拉麗亞‧鐵擊談話，獲得附魔符文先驅者紋章。這可用來當作額外材料，將製作物品等級提高至606。(需要等級80),附魔符文先驅者紋章已解鎖,26,24,5872033,8,0,0,0,0,0,0,0,0,0,0,0
1150,可購買輻光殘骸,你可以在米雷達爾向奧拉麗亞‧鐵擊購買輻光殘骸。,可購買輻光殘骸,26,25,5869871,8,1,0,0,0,0,0,0,0,0,0,0
1153,切斷繩索,你已開始獲取斷裂絲線的名望。,解鎖斷裂絲線名望,27,1,5891370,8,0,0,0,0,0,0,0,0,0,0,0
1155,小卡吉錢包,在織絲者巢穴與維娜茲安女士交談來獲取小卡吉錢包。,可使用卡吉,27,3,4549280,8,2,0,0,0,0,0,0,0,0,0,123475
1157,潛入暗影,你現在可以每週簽訂合約，以便獲得技能、增益效果和阿茲-卡罕特的事件。,合約任務與寶藏已解鎖,27,3,5862763,10,0,0,0,0,0,0,0,0,0,0,0
1159,閃亮的玩意兒II,你可在織絲者巢穴向維娜茲安女士索取冒險者奈幽蟲族費洛蒙分泌器官(物品等級571)。,冒險者飾品已解鎖,27,7,609899,8,0,0,0,0,0,0,0,0,0,0,123475
1161,小卡吉錢包,在織絲者巢穴與維娜茲安女士交談來獲取小卡吉錢包。,可使用卡吉,27,8,4549280,8,1,0,0,0,0,0,0,0,0,0,123475
1162,一堆寶物,你現在可在織絲者巢穴向卡穆科以800個共鳴水晶來交換100個卡吉了。,解鎖卡吉兌換,27,8,4549280,10,0,0,0,0,0,0,0,0,0,0,0
1163,陳舊先驅者紋章,在織絲者巢穴與維娜茲安女士交談來獲取15個陳舊紋章。這些東西可以用來提升物品等級。(需要等級80),陳舊紋章已解鎖,27,9,5872034,0,1,0,0,0,0,0,0,0,0,0,123475
1165,沾滿泥土的寶石,在織絲者巢穴與維娜茲安女士交談來獲得一顆沾滿泥土的寶石。這可以在多恩諾加向歐希迪恩購買造型套裝。,沾滿泥土的寶石已解鎖,27,9,4555612,8,0,0,0,0,0,0,0,0,0,0,123475
1166,斷裂絲線外袍,在織絲者巢穴與維娜茲安女士交談來獲取斷裂絲線外袍。,斷裂絲線外袍已解鎖,27,10,5656531,0,0,0,0,0,0,0,0,0,0,0,123475
1169,閃亮的玩意兒III,你可在織絲者巢穴向維娜茲安女士索取精兵奈幽蟲族費洛蒙分泌器官(物品等級584)。,精兵飾品已解鎖,27,11,609899,8,0,0,0,0,0,0,0,0,0,0,123475
1170,雕刻紋章,在織絲者巢穴與維娜茲安女士交談來獲取15個雕刻紋章。這些東西可以用來提升物品等級。(需要等級80),解鎖雕刻紋章,27,12,5872028,8,0,0,0,0,0,0,0,0,0,0,123475
1171,大卡吉錢包,在織絲者巢穴與維娜茲安女士交談來獲取大卡吉錢包。,可使用卡吉,27,10,4549280,8,1,0,0,0,0,0,0,0,0,0,123475
1172,包圍市場,你現在可在織絲者巢穴向卡穆科以400個共鳴水晶來交換100個卡吉了。,卡吉兌換率提升,27,14,4549280,10,0,0,0,0,0,0,0,0,0,0,0
1173,復原的寶庫鑰匙,在織絲者巢穴與維娜茲安女士交談來獲取復原的寶庫鑰匙。(需要等級80),復原的寶庫鑰匙已解鎖,27,13,4622271,0,0,0,0,0,0,0,0,0,0,0,123475
1174,跳過圈環,你可以在織絲者巢穴向維娜茲安女士索取跳跳。,解鎖戰寵,27,15,5755547,8,0,0,0,0,0,0,0,0,0,0,123475
1175,大卡吉錢包,在織絲者巢穴與維娜茲安女士交談來獲取大卡吉錢包。,可使用卡吉,27,14,4549280,8,2,0,0,0,0,0,0,0,0,0,123475
1177,閃亮的玩意兒IV,你可在織絲者巢穴向維娜茲安女士索取勇士奈幽蟲族費洛蒙分泌器官(物品等級597)。,勇士飾品已解鎖,27,19,609899,8,0,0,0,0,0,0,0,0,0,0,123475
1179,包圍市場II,你現在可在織絲者巢穴向卡穆科以100個共鳴水晶來交換100個卡吉了。,卡吉兌換率提升,27,21,4549280,10,0,0,0,0,0,0,0,0,0,0,0
1180,雕刻紋章,在織絲者巢穴與維娜茲安女士交談來獲取15個雕刻紋章。這些東西可以用來提升物品等級。(需要等級80),解鎖雕刻紋章,27,18,5872028,0,1,0,0,0,0,0,0,0,0,0,123475
1181,墜入深淵I,你可以在織絲者巢穴向維娜茲安女士索取兇猛的爬顎者了。,解鎖陸行坐騎,27,22,5688855,8,0,0,0,0,0,0,0,0,0,0,123475
1183,滿溢卡吉錢包,在織絲者巢穴與維娜茲安女士交談來獲取滿溢卡吉錢包。,可使用卡吉,27,18,4549280,8,2,0,0,0,0,0,0,0,0,0,123475
1185,禁止絲線鬆脫,你可使用「紡絲者」頭銜來展現你對斷裂絲線的貢獻。,頭銜已解鎖,27,25,5891370,8,0,0,0,0,0,0,0,0,0,0,0
1186,英勇獎勵,到織絲者巢穴與維娜茲安女士談話，獲得附魔符文先驅者紋章。這可用來當作額外材料，將製作物品等級提高至606。(需要等級80),附魔符文先驅者紋章已解鎖,27,24,5872033,8,0,0,0,0,0,0,0,0,0,0,123475
1187,遠征隊肩甲,你現在可在米雷達爾向奧拉麗亞‧鐵擊索取造型護肩了。,阿拉希造型護肩已解鎖,26,13,5644154,8,0,0,0,0,0,0,0,0,0,0,0
1188,遠征隊斗篷,你現在可在米雷達爾向奧拉麗亞‧鐵擊索取造型披風了。,阿拉希披風外觀已解鎖,26,2,5644153,8,0,0,0,0,0,0,0,0,0,0,0
1189,集會披巾,你可在剛達加茲向蠟販史奇克獲取造型披風了。,機語者造型披風已解鎖,25,5,5688307,8,0,0,0,0,0,0,0,0,0,0,0
1191,持絲者披風,你可以在織絲者巢穴向維娜茲安女士索取造型披風了。,解鎖披風外觀,27,5,5656529,8,0,0,0,0,0,0,0,0,0,0,123475
1192,持絲者肩鎧,你可以在織絲者巢穴向維娜茲安女士索取造型護肩了。,解鎖造型護肩,27,16,5656530,8,0,0,0,0,0,0,0,0,0,0,123475
1193,會面議會,開始從多恩諾加議會獲得名望。,多恩諾加議會名望已解鎖,24,1,5891369,8,0,0,0,0,0,0,0,0,0,0,0
1194,表演藝術家,你現在可在舞臺協助演出，並有機會獲得裝備和其他獎勵。(需要等級80),劇團已解鎖,24,3,132288,10,0,0,0,0,0,0,0,0,0,0,0
1197,陳舊先驅者紋章,在多恩諾加與審計員巴烏茲交談來獲取15個陳舊先驅者紋章。這些東西可以用來提升物品等級。(需要等級80),陳舊紋章已解鎖,24,6,5872034,0,0,0,0,0,0,0,0,0,0,0,0
1198,一包共鳴水晶,在多恩諾加與審計員巴烏茲交談來獲得一包共鳴水晶。,共鳴水晶已解鎖,24,3,2967113,8,1,0,0,0,0,0,0,0,0,0,0
1200,榮譽議員披風,你可以在多恩諾加向審計員巴烏茲索取造型披風了。,土靈披風外觀已解鎖,24,2,5665271,8,0,0,0,0,0,0,0,0,0,0,0
1201,一包共鳴水晶,在多恩諾加與審計員巴烏茲交談來獲得一包共鳴水晶。,解鎖共鳴水晶,24,8,2967113,8,2,0,0,0,0,0,0,0,0,0,0
1203,議會收藏II,你可在多恩諾加向審計員巴烏茲索取精兵護肩護甲(物品等級584)。,精兵護肩已解鎖,24,7,5648235,8,0,0,0,0,0,0,0,0,0,0,0
1205,陳舊先驅者紋章,在多恩諾加與審計員巴烏茲交談來獲取15個陳舊先驅者紋章。這些東西可以用來提升物品等級。(需要等級80),陳舊紋章已解鎖,24,9,5872034,0,0,0,0,0,0,0,0,0,0,0,0
1206,一包共鳴水晶,在多恩諾加與審計員巴烏茲交談來獲得一包共鳴水晶。,共鳴水晶已解鎖,24,5,2967113,8,1,0,0,0,0,0,0,0,0,0,0
1208,榮譽議員外袍,在多恩諾加與審計員巴烏茲交談來獲取榮譽議員外袍。,土靈外袍已解鎖,24,10,5665273,8,0,0,0,0,0,0,0,0,0,0,0
1212,榮譽議員肩甲,你可以在多恩諾加向審計員巴烏茲索取造型護肩了。,土靈造型護肩已解鎖,24,15,5665272,8,0,0,0,0,0,0,0,0,0,0,0
1213,雕刻先驅者紋章,在多恩諾加與審計員巴烏茲交談來獲取15個雕刻先驅者紋章。這些東西可以用來提升物品等級。(需要等級80),解鎖雕刻紋章,24,11,5872028,0,1,0,0,0,0,0,0,0,0,0,0
1214,一袋共鳴水晶,在多恩諾加與審計員巴烏茲交談來獲得一袋共鳴水晶。,共鳴水晶已解鎖,24,12,2967113,8,1,0,0,0,0,0,0,0,0,0,0
1217,農莊生活,你可以在多恩諾加向審計員巴烏茲索取羅亞米了。,解鎖戰寵,24,13,4279015,8,0,0,0,0,0,0,0,0,0,0,0
1219,議會收藏III,你可在多恩諾加向審計員巴烏茲索取勇士腳部護甲(物品等級597)。,勇士腳部已解鎖,24,16,5648228,8,0,0,0,0,0,0,0,0,0,0,0
1222,共鳴水晶,在多恩諾加與審計員巴烏茲交談來獲得一袋共鳴水晶。,共鳴水晶已解鎖,24,17,2967113,8,2,0,0,0,0,0,0,0,0,0,0
1224,雕刻先驅者紋章,在多恩諾加與審計員巴烏茲交談來獲取15個雕刻先驅者紋章。這些東西可以用來提升物品等級。(需要等級80),解鎖雕刻紋章,24,19,5872028,0,0,0,0,0,0,0,0,0,0,0,0
1225,復原的寶庫鑰匙,在多恩諾加與審計員巴烏茲交談來獲取一把復原的寶庫鑰匙。(需要等級80),復原的寶庫鑰匙已解鎖,24,17,4622271,0,0,0,0,0,0,0,0,0,0,0,0
1226,牧場生活,你可以在多恩諾加向審計員巴烏茲索取頁岩大岩羊了。,解鎖陸行坐騎,24,18,5767166,8,0,0,0,0,0,0,0,0,0,0,0
1227,一箱共鳴水晶,在多恩諾加與審計員巴烏茲交談來獲取一箱共鳴水晶。,共鳴水晶已解鎖,24,18,2967113,8,1,0,0,0,0,0,0,0,0,0,0
1229,患難見團結,你可使用「榮譽議員」頭銜來展現你對多恩諾加議會的貢獻。,頭銜已解鎖,24,25,5891369,8,0,0,0,0,0,0,0,0,0,0,0
1230,英勇獎勵,到多恩諾加與審計員巴烏茲談話，獲得附魔符文先驅者紋章。這可用來當作額外材料，將製作物品等級提高至606。(需要等級80),附魔符文先驅者紋章已解鎖,24,24,5872033,8,0,0,0,0,0,0,0,0,0,0,0
1231,棉紡襯衣,|cFF00ccff巨龍崛起外觀|r|n|cFF1eff00強襲風暴外觀|r|n|n解鎖棉紡襯衣外觀。|n|n另外也會解鎖強襲風暴的襤褸水兵服裝。若想更換服裝，請去見達卡許‧嚴帳。,解鎖新的外觀,23,6,4279080,0,0,0,0,0,198780,0,0,0,0,80262,0
1232,潛藏者披風,|cFF00ccff巨龍崛起外觀|r|n|n解鎖潛藏者披風外觀。|n|n「某些掠奪者比較喜歡待在暗處。」,解鎖新的外觀,23,7,2124014,0,0,0,0,0,198776,0,0,0,0,0,0
1233,銅火炮,|cFF00ccff巨龍崛起外觀|r|n|cFF1eff00強襲風暴外觀|r|n|n解鎖銅火炮外觀。若想在強襲風暴中更換外觀，請去見達卡許‧嚴帳。|n|n「若你手邊有大砲，掠奪財寶也就更容易了。」,解鎖新的外觀,23,8,304333,0,0,0,0,0,198656,0,0,0,0,0,0
1234,暖毛帽,|cFF00ccff巨龍崛起外觀|r|n|n解鎖暖毛帽外觀。|n|n「就連皮膚黝黑的海盜也會覺得冷。」,解鎖新的外觀,23,9,1676426,0,0,0,0,0,198786,0,0,0,0,0,0
1235,銀色潮汐戰馬,|cFF00ccff巨龍崛起坐騎|r|n|n解鎖銀色潮汐戰馬水下坐騎。|n|n「聞起來像蝦子。」,解鎖水下坐騎,23,10,2741477,0,0,0,0,1259,0,0,0,0,0,0,0
1236,泡泡,|cFF00ccff巨龍崛起寵物|r|n|cFF1eff00強襲風暴寵物|r|n|n解鎖泡泡寵物。在強襲風暴中，達卡許‧嚴帳可以幫你召喚你的寵物。|n|n「牠會跟著你回家！」,解鎖戰寵,23,11,2027915,0,0,0,437600,0,0,0,0,0,0,0,0
1237,騙子露指手套,|cFF00ccff巨龍崛起外觀|r|n|n解鎖騙子露指手套外觀。|n|n「專為那些手法精妙之人設計。」,解鎖新的外觀,23,12,1026773,0,0,0,0,0,198778,0,0,0,0,0,0
1238,黑鋼軍刀,|cFF00ccff巨龍崛起外觀|r|n|cFF1eff00強襲風暴外觀|r|n|n解鎖黑鋼軍刀外觀。若想在強襲風暴中更換外觀，請去見達卡許‧嚴帳。|n|n「專為劫盜擄掠所鑄造。」,解鎖新的外觀,23,13,960919,0,0,0,0,0,198654,0,0,0,0,0,0
1239,無聲皮靴,|cFF00ccff巨龍崛起外觀|r|n|n解鎖無聲皮靴外觀。|n|n「有時候躲起來就是最佳的攻擊手段。」,解鎖新的外觀,23,14,590806,0,0,0,0,0,198784,0,0,0,0,0,0
1240,手織長褲,|cFF00ccff巨龍崛起外觀|r|n|n解鎖手織長褲外觀。|n|n「來自船長的禮物，專為你縫製的！」,解鎖新的外觀,23,15,1981728,0,0,0,0,0,198782,0,0,0,0,0,0
1241,神奇霰彈槍,|cFF00ccff巨龍崛起外觀|r|n|cFF1eff00強襲風暴外觀|r|n|n解鎖神奇霰彈槍外觀。若想在強襲風暴中更換外觀，請去見達卡許‧嚴帳。|n|n「可別對著臉。」,解鎖新的外觀,23,16,135628,0,0,0,0,0,198657,0,0,0,0,0,0
1242,精美赤紅窄衣,|cFF00ccff巨龍崛起外觀|r|n|cFF1eff00強襲風暴外觀|r|n|n解鎖精美赤紅窄衣外觀。|n|n另外也會解鎖強襲風暴的時髦水兵服裝。若想更換服裝，請去見達卡許‧嚴帳。,解鎖新的外觀,23,17,5519312,0,0,0,0,0,195323,0,0,0,0,80263,0
1243,血腥鐵製斬斧,|cFF00ccff巨龍崛起外觀|r|n|cFF1eff00強襲風暴外觀|r|n|n解鎖血腥鐵製斬斧外觀。若想在強襲風暴中更換外觀，請去見達卡許‧嚴帳。|n|n「專給嗜血海盜使用的染血斧頭！」,解鎖新的外觀,23,18,1092278,0,0,0,0,0,198655,0,0,0,0,0,0
1244,防潑水披氅,|cFF00ccff巨龍崛起外觀|r|n|n解鎖防潑水披氅外觀。|n|n「上頭寫的是『防潑水』，不是『防水』。可別亂跳到湖裡面。」,解鎖新的外觀,23,19,2124014,0,0,0,0,0,198777,0,0,0,0,0,0
1245,皇家海羽鸚鵡,|cFF00ccff巨龍崛起坐騎|r|n|n解鎖皇家海羽鸚鵡飛行坐騎。|n|n「看看你奪來的財寶，沒有一隻巨大鸚鵡跟你做伴可就說不過去了。」,解鎖飛行坐騎,23,20,4395379,0,0,0,0,994,0,0,0,0,0,0,0
1246,風暴船長帽,|cFF00ccff巨龍崛起外觀|r|n|n解鎖風暴船長帽外觀。|n|n「適合給穿越風暴的船長戴的帽子！」,解鎖新的外觀,23,21,1676418,0,0,0,0,0,198785,0,0,0,0,0,0
1247,強襲之王鑲金符印,|cFF00ccff巨龍崛起外觀|r|n|cFF1eff00強襲風暴外觀|r|n|n解鎖強襲之王鑲金符印外觀。若想在強襲風暴中更換外觀，請去見達卡許‧嚴帳。|n|n「高舉強襲之王的手杖就可以召集水手前往掠奪！」,解鎖新的外觀,23,22,5581310,0,0,0,0,0,198641,0,0,0,0,0,0
1248,強襲之王腕輪,|cFF00ccff巨龍崛起外觀|r|n|n解鎖強襲之王腕輪外觀。|n|n「適合頂尖水手配戴的金腕輪。」,解鎖新的外觀,23,23,5559628,0,0,0,0,0,198624,0,0,0,0,0,0
1249,掠奪的標幣袋,|cFF00ccff巨龍崛起獎勵|r|n|n在暴風城或奧格瑪的收藏箱中解鎖250枚商人的標幣。,解鎖商人的標幣,23,24,975746,0,0,0,437507,0,0,0,0,0,0,0,0
